epoch,fold,timestamp,seconds,lr,cap_loss,clip_loss,val_loss,b1,b4,meteor,cider,is_best
278,18,2026-09-15 15:03:50,167.6,0.0001,0.0000,0.0000,,,,,,0
279,19,2026-09-15 15:06:41,170.5,0.0001,0.0000,0.0000,,,,,,0
280,20,2026-09-15 15:10:09,191.6,0.0001,0.0000,0.0000,,,,,,0
281,1,2026-09-15 15:13:00,168.7,0.0001,0.0000,0.0000,,,,,,0
282,2,2026-09-15 15:18:04,168.9,0.0001,0.0000,0.0000,,0.0002,0.0000,,0.0000,0
283,3,2026-09-15 15:20:55,169.8,0.0001,0.0000,0.0000,,,,,,0
284,4,2026-09-15 15:23:47,169.4,0.0001,0.0000,0.0000,,,,,,0
285,5,2026-09-15 15:28:20,271.9,0.0001,0.0000,0.0000,5.8535,,,,,0
286,6,2026-09-15 15:31:11,169.8,0.0001,0.0000,0.0000,,,,,,0
287,7,2026-09-15 15:34:01,167.9,0.0001,0.0000,0.0000,,,,,,0
288,8,2026-09-15 15:39:04,171.8,0.0001,0.0000,0.0000,,0.0005,0.0000,,0.0000,0
289,9,2026-09-15 15:42:09,183.0,0.0001,0.0000,0.0000,,,,,,0
290,10,2026-09-15 15:44:59,169.8,0.0001,0.0000,0.0000,,,,,,0
291,11,2026-09-15 15:47:51,170.4,0.0001,0.0000,0.0000,,,,,,0
292,12,2026-09-15 15:50:54,181.3,0.0001,0.0000,0.0000,,,,,,0
293,13,2026-09-15 15:53:44,169.6,0.0001,0.0000,0.0000,,,,,,0
294,14,2026-09-15 15:58:54,171.2,0.0001,0.0000,0.0000,,0.0000,0.0000,,0.0000,0
295,15,2026-09-15 16:01:45,170.1,0.0001,0.0000,0.0000,,,,,,0
296,16,2026-09-15 16:04:39,172.2,0.0001,0.0000,0.0000,,,,,,0
297,17,2026-09-15 16:07:30,170.2,0.0001,0.0000,0.0000,,,,,,0
298,18,2026-09-15 16:10:21,170.1,0.0001,5.8883,0.0000,,,,,,0
299,19,2026-09-15 16:13:15,172.4,0.0001,0.0000,0.0000,,,,,,0
300,20,2026-09-15 16:20:00,273.2,0.0001,0.0000,0.0000,5.8529,0.0000,0.0000,,0.0000,0
301,1,2026-09-15 16:22:52,170.6,0.0001,0.0000,0.0000,,,,,,0
302,2,2026-09-15 16:25:44,171.1,0.0001,0.0000,0.0000,,,,,,0
303,3,2026-09-15 16:28:36,170.6,0.0001,0.0000,0.0000,,,,,,0
304,4,2026-09-15 16:31:28,170.0,0.0001,0.0000,0.0000,,,,,,0
305,5,2026-09-15 16:34:19,170.1,0.0001,0.0000,0.0000,,,,,,0
